cluster,total length [bp],number of reads,Genome proportion[%],cumulative GP [%],Repeat Masker,Domain hits,Layout,All missing mates [%],Missing mates,Portion of similarity hits to other clusters[%],Outside reads with similarity [%],
,,,,,,,,,,,,
,,,,,,"Low_complexity (16hits, 0.493%)",,,,,,
364,CL364,126956,1695,0.027,57.7,"Simple_repeat (46hits, 1.72%)",,,26,12.04,9.10E-03,0.118
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.CMC.EnSpm (20hits, 0.81%)",,,,,,
,,,,,,"Low_complexity (11hits, 0.353%)",,,,,,
365,CL365,125777,1684,0.027,57.8,"LTR.Gypsy (1219hits, 64.9%)",Ty3-INT Ty3/gypsy Athila (928 hits 55.1%),,22.8,4.87,3.90E-02,0.2375
,,,,,,,Ty3-RH Ty3/gypsy Athila (203 hits 12.1%),,,,,
,,,,,,,Ty3-INT Ty3/gypsy Ogre/Tat (6 hits 0.356%),,,,,
,,,,,,,Ty3-INT Ty3/gypsy chromovirus (1 hits 0.0594%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LINE.L1 (1hits, 0.0254%)",,,,,,
,,,,,,"Simple_repeat (1hits, 0.0215%)",,,,,,
366,CL366,124808,1672,0.027,57.8,"LTR.Gypsy (915hits, 48.8%)",Ty3-INT Ty3/gypsy chromovirus (1037 hits 62%),,26.1,8.73,8.30E-02,0.5383
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-RH Ty3/gypsy chromovirus (41 hits 2.45%),,,,,
367,CL367,124776,1666,0.027,57.8,"Simple_repeat (18hits, 0.573%)",,,24.6,5.1,2.80E-01,1.441
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0401%)",,,,,,
368,CL368,124635,1665,0.027,57.8,"Simple_repeat (9hits, 0.29%)",DTM-CD1 NA NA (12 hits 0.721%),,19.6,7.63,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.MULE.MuDR (5hits, 0.228%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (2hits, 0.0666%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0249%)",,,,,,
369,CL369,124401,1664,0.027,57.9,"Simple_repeat (103hits, 3.92%)",,,20.3,7.87,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (11hits, 0.4%)",,,,,,
370,CL370,124507,1664,0.027,57.9,"Simple_repeat (708hits, 26%)",,,80.5,9.38,7.70E-01,8.413
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (93hits, 2.97%)",,,,,,
371,CL371,123255,1646,0.027,57.9,"Simple_repeat (84hits, 3.05%)",,,26.1,9.66,1.10E-01,0.486
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (17hits, 0.636%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (3hits, 0.106%)",,,,,,
372,CL372,119744,1602,0.026,58,"LTR.Gypsy (422hits, 23.2%)",Ty3-GAG Ty3/gypsy Athila (147 hits 9.18%),,28.5,10.24,5.30E-02,0.2497
,,,,,,,Ty3-GAG Ty3/gypsy Ogre/Tat (1 hits 0.0624%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0317%)",,,,,,
373,CL373,119421,1601,0.026,58,"LTR.Gypsy (10hits, 0.399%)",Ty3-INT Ty3/gypsy Ogre/Tat (107 hits 6.68%),,53.9,33.17,4.80E-02,0.1249
374,CL374,119139,1592,0.026,58,"Low_complexity (9hits, 0.295%)",,,21.4,8.42,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (9hits, 0.294%)",,,,,,
375,CL375,118461,1582,0.025,58,"Simple_repeat (273hits, 9.07%)",,,100,1.96,6.90E-01,8.786
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (47hits, 1.44%)",,,,,,
376,CL376,118223,1580,0.025,58.1,"Simple_repeat (32hits, 1.29%)",,,27.1,12.15,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.13%)",,,,,,
377,CL377,117206,1567,0.025,58.1,"Simple_repeat (41hits, 1.62%)",,,41.8,15.89,2.90E-02,0.1914
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (18hits, 0.737%)",,,,,,
378,CL378,117135,1564,0.025,58.1,"Simple_repeat (363hits, 12%)",DTH-CD1 NA NA (1 hits 0.0639%),,96.9,25.83,3.00E-01,1.79
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.MULE.MuDR (6hits, 0.254%)",,,,,,
,,,,,,"RC.Helitron (6hits, 0.245%)",,,,,,
,,,,,,"Low_complexity (6hits, 0.224%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (3hits, 0.137%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.0418%)",,,,,,
379,CL379,116673,1560,0.025,58.1,"LTR.Copia (1026hits, 61.1%)",Ty1-PROT Ty1/copia Angela (46 hits 2.95%),,23.6,6.03,1.90E-02,0.0641
,,,,,,,Ty1-GAG Ty1/copia Angela (10 hits 0.641%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0283%)",,,,,,
380,CL380,113099,1515,0.025,58.2,"LTR.Gypsy (899hits, 53.2%)",Ty3-PROT Ty3/gypsy chromovirus (514 hits 33.9%),,21.3,1.65,4.80E-02,1.056
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (11hits, 0.564%)",,,,,,
,,,,,,"Simple_repeat (12hits, 0.434%)",,,,,,
381,CL381,112835,1508,0.024,58.2,"DNA.CMC.EnSpm (27hits, 1.18%)",,,10.5,0.99,1.50E-02,0.2653
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (6hits, 0.309%)",,,,,,
382,CL382,108684,1452,0.023,58.2,"LTR.Gypsy (132hits, 6.35%)",,,24.9,7.85,9.00E-02,0.9642
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (19hits, 0.728%)",,,,,,
,,,,,,"Low_complexity (6hits, 0.282%)",,,,,,
,,,,,,"LTR (1hits, 0.0331%)",,,,,,
383,CL383,107875,1443,0.023,58.2,"Simple_repeat (1hits, 0.0352%)",,,54.5,31.67,0.00E+00,0
384,CL384,108010,1442,0.023,58.3,"Simple_repeat (80hits, 3.83%)",,,27.1,13.73,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (16hits, 0.594%)",,,,,,
385,CL385,105284,1406,0.023,58.3,"Simple_repeat (8hits, 0.252%)",,,51.2,9.96,3.30E-01,1.849
386,CL386,104003,1392,0.022,58.3,"Simple_repeat (7hits, 0.164%)",,,59.2,33.98,8.10E-03,0.0718
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (4hits, 0.158%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (1hits, 0.0394%)",,,,,,
387,CL387,102519,1372,0.022,58.3,"Simple_repeat (12hits, 0.467%)",,,6.6,1.82,0.00E+00,0
388,CL388,102359,1369,0.022,58.3,"Simple_repeat (1hits, 0.042%)",,,17.3,4.09,5.80E-02,0.5113
389,CL389,102219,1367,0.022,58.4,"Simple_repeat (25hits, 0.939%)",,,65,29.33,1.10E-02,0.0732
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (4hits, 0.143%)",,,,,,
390,CL390,98983,1324,0.021,58.4,,,,13.3,2.04,0.00E+00,0
391,CL391,98355,1316,0.021,58.4,"LTR.Gypsy (94hits, 5.88%)",Ty3-GAG Ty3/gypsy Athila (201 hits 15.3%),,18.7,6.84,5.70E-02,0.304
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (14hits, 0.516%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.0976%)",,,,,,
392,CL392,98210,1313,0.021,58.4,"LTR.Copia (27hits, 1.22%)",,,33.7,13.4,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (6hits, 0.255%)",,,,,,
,,,,,,"Low_complexity (5hits, 0.169%)",,,,,,
,,,,,,"DNA.MULE.MuDR (1hits, 0.0509%)",,,,,,
393,CL393,98047,1310,0.021,58.4,"LTR.Copia (786hits, 55.4%)",Ty1-INT Ty1/copia AleII (403 hits 30.8%),,23.8,10.08,0.00E+00,0
,,,,,,,Ty1-PROT Ty1/copia AleII (67 hits 5.11%),,,,,
,,,,,,,Ty1-GAG Ty1/copia AleII (29 hits 2.21%),,,,,
,,,,,,,Ty1-INT Ty1/copia AleI/Retrofit (10 hits 0.763%),,,,,
,,,,,,,Ty1-PROT Ty1/copia Maximus/SI......,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.CMC.EnSpm (1hits, 0.0296%)",,,,,,
394,CL394,97858,1307,0.021,58.5,"Simple_repeat (31hits, 1.18%)",,,45.8,21.5,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.0848%)",,,,,,
395,CL395,97901,1307,0.021,58.5,"Low_complexity (132hits, 7.63%)",,,39.7,25.33,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (48hits, 2.41%)",,,,,,
396,CL396,97335,1304,0.021,58.5,"Simple_repeat (19hits, 0.581%)",,,37.1,14.34,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (10hits, 0.466%)",,,,,,
397,CL397,96090,1284,0.021,58.5,"Simple_repeat (23hits, 0.905%)",,,33.2,19.47,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (7hits, 0.336%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.111%)",,,,,,
398,CL398,94283,1260,0.02,58.6,"Simple_repeat (260hits, 10.2%)",,,57.6,16.43,1.90E-01,1.032
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (83hits, 3.58%)",,,,,,
399,CL399,93275,1255,0.02,58.6,,,,89,12.83,6.60E-01,4.94
400,CL400,93173,1251,0.02,58.6,"rRNA (743hits, 57.2%)",,,17,0.96,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (40hits, 1.12%)",,,,,,
401,CL401,92691,1238,0.02,58.6,"Simple_repeat (14hits, 0.676%)",,,19.4,6.14,9.20E-03,0.1616
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.208%)",,,,,,
402,CL402,92038,1232,0.02,58.6,"LTR.Gypsy (153hits, 9.05%)",Ty3-INT Ty3/gypsy Ogre/Tat (411 hits 33.4%),,23.4,8.44,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-RH Ty3/gypsy Ogre/Tat (12 hits 0.974%),,,,,
403,CL403,92166,1232,0.02,58.7,"Simple_repeat (279hits, 11.5%)",,,43.2,11.36,4.50E-03,0.1623
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (66hits, 3.11%)",,,,,,
404,CL404,92082,1230,0.02,58.7,"LTR.Copia (1hits, 0.0413%)",,,40.8,13.82,1.50E-01,0.5691
405,CL405,91166,1223,0.02,58.7,"Low_complexity (2hits, 0.079%)",,,58.8,16.11,9.30E-02,0.3271
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (2hits, 0.0559%)",,,,,,
406,CL406,89885,1201,0.019,58.7,"LTR.Copia (11hits, 0.701%)",,,27.7,16.24,1.10E-02,0.0833
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (9hits, 0.347%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.192%)",,,,,,
407,CL407,89763,1199,0.019,58.7,"Simple_repeat (192hits, 10.9%)",,,26.4,16.35,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (52hits, 2.56%)",,,,,,
408,CL408,88276,1185,0.019,58.8,,,,41.3,8.19,1.10E-01,0.6751
409,CL409,88654,1185,0.019,58.8,"LTR.Gypsy (18hits, 1.07%)",Ty3-CHDII Ty3/gypsy chromovirus (1 hits 0.0844%),,24.9,8.27,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (2hits, 0.138%)",,,,,,
410,CL410,88485,1182,0.019,58.8,"Low_complexity (2hits, 0.0859%)",,,32.1,4.15,4.50E-02,0.1692
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.035%)",,,,,,
411,CL411,87248,1170,0.019,58.8,"LTR.Gypsy (278hits, 18.8%)",,,53.9,26.67,3.10E-02,0.0855
412,CL412,87065,1165,0.019,58.8,"Simple_repeat (6hits, 0.25%)",,,12.4,2.15,3.00E-02,0.3433
413,CL413,85837,1149,0.019,58.8,"LTR.Gypsy (4hits, 0.266%)",Ty3-GAG Ty3/gypsy chromovirus (67 hits 5.83%),,38,19.5,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0536%)",,,,,,
414,CL414,85754,1146,0.018,58.9,"LTR.Copia (127hits, 9.07%)",,,44.5,20.86,1.30E-02,0.0873
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (91hits, 6.15%)",,,,,,
,,,,,,"Simple_repeat (6hits, 0.189%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.056%)",,,,,,
415,CL415,85691,1145,0.018,58.9,"Simple_repeat (7hits, 0.3%)",,,78,24.02,7.30E-01,1.921
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.MULE.MuDR (1hits, 0.056%)",,,,,,
416,CL416,85070,1142,0.018,58.9,"rRNA (1142hits, 98.4%)",,,9.1,1.14,0.00E+00,0
417,CL417,84096,1124,0.018,58.9,"LTR.Copia (762hits, 64.1%)",Ty1-INT Ty1/copia TAR (393 hits 35%),,22.1,7.03,1.50E-02,0.089
,,,,,,,Ty1-PROT Ty1/copia TAR (74 hits 6.58%),,,,,
,,,,,,,Ty1-PROT Ty1/copia AleI/Retrofit (7 hits 0.623%),,,,,
,,,,,,,Ty1-INT Ty1/copia Angela (3 hits 0.267%),,,,,
,,,,,,,Ty1-INT Ty1/copia Tork (3 hits 0.2......,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (6hits, 0.27%)",,,,,,
418,CL418,82094,1097,0.018,58.9,"Simple_repeat (11hits, 0.621%)",,,7.4,1.91,0.00E+00,0
419,CL419,81745,1097,0.018,59,"Simple_repeat (27hits, 1.11%)",,,53,16.23,7.10E-02,0.1823
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (2hits, 0.11%)",,,,,,
420,CL420,79258,1059,0.017,59,"DNA.CMC.EnSpm (19hits, 1.01%)",,,9.9,2.17,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (8hits, 0.273%)",,,,,,
,,,,,,"Simple_repeat (5hits, 0.228%)",,,,,,
421,CL421,77775,1039,0.017,59,"Simple_repeat (10hits, 0.311%)",,,41.1,5.2,4.70E-02,0.2887
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.107%)",,,,,,
422,CL422,77059,1030,0.017,59,"Simple_repeat (29hits, 1.32%)",,,48,37.28,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 0.659%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.0675%)",,,,,,
423,CL423,76542,1024,0.017,59,"DNA.MULE.MuDR (26hits, 1.99%)",,,9,1.76,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (4hits, 0.223%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0836%)",,,,,,
424,CL424,76409,1022,0.017,59,"Simple_repeat (2hits, 0.128%)",,,31.3,15.95,0.00E+00,0
425,CL425,76081,1016,0.016,59.1,"Simple_repeat (38hits, 2.45%)",,,8.3,1.77,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (16hits, 0.82%)",,,,,,
426,CL426,75630,1012,0.016,59.1,"Simple_repeat (17hits, 0.725%)",,,6.9,1.09,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (15hits, 0.688%)",,,,,,
427,CL427,75221,1010,0.016,59.1,"LTR.Copia (3hits, 0.177%)",,,28.3,13.66,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0452%)",,,,,,
428,CL428,75211,1004,0.016,59.1,"Simple_repeat (46hits, 2.89%)",,,56.8,33.96,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (15hits, 0.782%)",,,,,,
429,CL429,75049,1002,0.016,59.1,"Simple_repeat (11hits, 0.554%)",,,42.3,15.47,2.00E-02,0.0998
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.266%)",,,,,,
430,CL430,74528,996,0.016,59.1,"LTR.Copia (29hits, 2.05%)",,,27.1,10.14,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.051%)",,,,,,
431,CL431,74055,990,0.016,59.2,"Simple_repeat (5hits, 0.344%)",,,23.8,9.9,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0419%)",,,,,,
432,CL432,73867,987,0.016,59.2,"Low_complexity (2hits, 0.13%)",DTM-CD1 NA NA (98 hits 9.93%),,27.1,6.59,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.MULE.MuDR (1hits, 0.0921%)",,,,,,
,,,,,,"Simple_repeat (1hits, 0.0596%)",,,,,,
433,CL433,73097,978,0.016,59.2,"LTR.Gypsy (1hits, 0.0917%)",,,34.6,20.45,0.00E+00,0
434,CL434,73149,977,0.016,59.2,"Simple_repeat (12hits, 0.653%)",,,23.6,9.83,0.00E+00,0
435,CL435,73064,976,0.016,59.2,"Simple_repeat (24hits, 1.67%)",,,36.9,11.99,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (6hits, 0.372%)",,,,,,
436,CL436,71936,966,0.016,59.2,,,,95.7,39.34,0.00E+00,0
437,CL437,72003,962,0.015,59.2,"Simple_repeat (7hits, 0.414%)",,,16,6.34,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.337%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.0597%)",,,,,,
438,CL438,71788,959,0.015,59.3,"LTR.Gypsy (2hits, 0.163%)",,,66.6,38.27,3.50E-01,0.6257
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (4hits, 0.153%)",,,,,,
,,,,,,"LINE.L1 (1hits, 0.0655%)",,,,,,
439,CL439,70870,947,0.015,59.3,"Simple_repeat (162hits, 7.6%)",,,85.6,32.31,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (16hits, 0.785%)",,,,,,
440,CL440,70726,944,0.015,59.3,"Simple_repeat (111hits, 7.51%)",,,52.3,16.53,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (38hits, 2.8%)",,,,,,
441,CL441,70334,941,0.015,59.3,"Simple_repeat (11hits, 0.434%)",,,22,3.4,1.40E-02,0.1063
442,CL442,69886,934,0.015,59.3,"Simple_repeat (1hits, 0.0372%)",,,34.7,23.23,0.00E+00,0
443,CL443,68492,914,0.015,59.3,"LTR.Copia (1hits, 0.0949%)",,,24.9,9.52,0.00E+00,0
444,CL444,68151,911,0.015,59.4,"LTR.Copia (108hits, 9.55%)",Ty1-PROT Ty1/copia AleII (9 hits 0.988%),,32.2,15.15,5.00E-02,0.2195
,,,,,,,Ty1-PROT Ty1/copia AleI/Retrofit (1 hits 0.11%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 0.817%)",,,,,,
,,,,,,"Simple_repeat (7hits, 0.478%)",,,,,,
445,CL445,68082,911,0.015,59.4,"Simple_repeat (16hits, 0.805%)",,,48.9,15.59,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.377%)",,,,,,
446,CL446,67074,898,0.015,59.4,"Simple_repeat (86hits, 6.28%)",,,55.9,26.73,2.40E-02,0.1114
447,CL447,66180,889,0.014,59.4,"LTR.Gypsy (27hits, 1.95%)",Ty3-PROT Ty3/gypsy Ogre/Tat (3 hits 0.337%),,56.4,36.33,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (1hits, 0.0423%)",,,,,,
448,CL448,66246,887,0.014,59.4,,,,9.8,1.8,0.00E+00,0
449,CL449,66288,887,0.014,59.4,"Low_complexity (4hits, 0.249%)",,,31.9,6.88,0.00E+00,0
